# from Ensembl Biomart
Associated_Gene_Name	Gene_Start	Gene_End
ZDHHC8	20129456	20148007
ABCA3	2275881	2340746
ZNF788	12092263	12137235
GLDC	6532464	6645650
TTYH1	54345546	54367221
IL5RA	3066326	3126613
ZFP57	29672889	29681605
CTD-2207O23.3	7380964	7472477
GFRAL	55327469	55402493
HEATR5A	31291791	31420582
RAB27A	55202966	55319113
KDM5B	202724491	202809470
PCDHGB3	141370264	141512979
ZNF20	12092843	12140407
SPOCK3	166733384	167234796
TATDN3	212791828	212816626
CTB-133G6.1	7348943	7383385
NEBL	20779973	21174187
ATP5G1	48892765	48895871
CHPT1	101696947	101744140
ARHGEF17	73308289	73369091
CACNA1E	181413102	181808084
TMED3	79311062	79427432
STMN1	25884181	25906991
CSRP2BP	18138118	18188387
TMIGD1	30316333	30334059
LYPLA2	23790970	23795539
THAP5	108554543	108569750
MAST2	45786987	46036124
VDAC2	75210154	75231448
RHBDF1	58059	76355
NUDT5	12165325	12196144
NPS	127549369	127552639
IGF2BP3	23310209	23470467
PSG2	43064211	43083045
TFF2	42346357	42351128
SLC25A43	119399060	119454478
ZMYND10	50341110	50346852
CDH1	68737225	68835548
REC8	24171853	24180257
NPAS3	32934933	33804176
CAGE1	7326656	7389743
C8orf82	144525733	144529132
TMEM140	135148072	135166215
DDX19B	70289663	70335283
RASEF	82979585	83063177
UAP1L1	137077501	137084539
PSG6	42902079	42919563
FAM200B	15681662	15705565
UCK2	165827531	165911618
LRRC24	144522377	144527032
RP11-411B6.6	100505628	100529881
TP53TG3B	33360274	33363478
IL17B	149371324	149404202
INMT-FAM188B	30752137	30892081
ACKR2	42804752	42887974
FGD2	37005646	37029070
BHLHE23	63005927	63007035
TRMT10B	37753803	37778972
MGST3	165630861	165661796
GRAPL	19127469	19159176
ZNF250	144876497	144902168
NUMA1	72002864	72080693
SLC46A1	28394756	28407197
DUSP26	33591332	33600106
RAB36	23145326	23164350
CELF2	11005321	11336675
TNK1	7380534	7389774
APOF	56360569	56362823
TNRC6C	78004168	78108835
TM2D2	38988808	38996824
LRRC14	144517992	144525178
DDR1	30925624	30944801
EDN3	59300427	59325992
RNPC3	103525691	103555239
PSG4	43192702	43207299
GKN1	68974573	68980974
TSGA13	130668648	130687432
TNPO3	128954180	129055173
AGBL3	134986508	135147963
SLC1A2	35251206	35420063
R3HDML	44336986	44351235
TRHDE	72087266	72670757
CSNK1E	38290691	38398522
ELMO2	46366049	46432985
CKLF-CMTM1	66552563	66579135
RRAGA	19049395	19050983
CCDC101	28553915	28591790
SEC22C	42547969	42601080
RBBP8NL	62410237	62427533
BRPF1	9731729	9748018
PNMA2	26504686	26514092
C5orf67	56511567	56606232
MICU2	21492691	21604214
MYCL	39895426	39902256
FCRL2	157745733	157777132
CCDC121	27625639	27629012
RP11-407P15.2	94588522	94604573
PCDHA10	140855883	141012344
NIPA1	22773063	22829791
CACNB3	48813794	48828941
ARID1A	26696033	26782104
SOCS5	46698952	46763129
CARD9	136361903	136373681
MS4A4E	60201253	60243088
CCDC142	74471986	74483408
AQP1	30911855	30925516
MYLIP	16129125	16148248
ZMYND11	134465	254637
NLRP3	247416156	247449108
SUPT7L	27650812	27663840
MTMR3	29883155	30030866
ACAA2	49782167	49813960
FBXO28	224114087	224162047
SCAF11	45919131	45992120
CXCR3	71615916	71618517
DSCAM	40010999	40847139
CTDNEP1	7243591	7252491
TNFAIP8	119268692	119399688
LRMP	25021002	25108334
KIR3DL1	54786254	54866978
RP11-520P18.5	143080457	143083001
SESTD1	179101692	179264790
SLFNL1	41015597	41023237
SPRR2G	153149582	153150869
SEL1L2	13849247	13996443
OBP2A	135546139	135549969
LPPR3	821485	821977
EYA2	46894624	47188844
SLC38A6	60981114	61083733
TAX1BP3	3662896	3668682
ST3GAL4	126355640	126440344
RRM2B	102204502	102239118
PTRH1	127692978	127724873
PBX2	32224129	32229571
C9orf92	16203935	16276313
GPR75	53852913	53859989
RABEP2	28904421	28936526
CREG2	101345551	101387595
EIF4A3	80135214	80147183
SMCO3	14804650	14814182
HLA-DRA	32414554	32419764
AURKAIP1	1373730	1375495
KIAA0895	36324221	36390125
EPHA4	221418027	221574202
MGP	14881181	14885926
RABEPK	125200542	125234158
MAG	35292125	35313804
MUC20	195721575	195741387
BCL2L2	23298790	23311759
DCDC2C	3703592	3847408
C8orf44-SGK3	66667596	66860472
TFF1	42362282	42366594
TCL1A	95709967	95714196
GPR75-ASB3	53670293	53860160
KIAA1614	180913154	180951614
BFAR	14632815	14669236
AAMP	218264123	218270257
LSM14A	34172447	34229322
GYS2	21536189	21604847
PCDHA7	140834248	141012344
C2	31974264	32022117
FAM8A1	17600355	17611719
MOG	29653572	29668964
SLC9A2	102619707	102711318
RB1CC1	52622456	52745843
RMI1	83980711	84004074
S100A5	153537147	153541765
PRR7	177446445	177456286
MIEN1	39728496	39730787
TBC1D14	6909242	7033118
GDF3	7689782	7695776
MDN1	89642499	89819723
TAF3	7818504	8016627
PET117	18137873	18143169
HSPA13	14371115	14383484
ABHD6	58237506	58295693
HES5	2528745	2530245
BORA	72727749	72756198
MCTP1	94703741	95284575
PTPN6	6946468	6961316
EHMT2	31879759	31897687
DMBX1	46506996	46514226
KIR2DL4	54847612	54858688
FZD10	130162459	130165740
ZCCHC11	52408282	52553487
N4BP1	48538726	48620148
NT5C1B-RDH14	18555545	18589564
RP11-514O12.4	166858094	166956124
ACSL5	112374018	112428380
LILRA1	54505902	54534404
PIP	143132077	143139746
PTP4A1	63521761	63583587
TOPBP1	133598175	133661893
SAPCD1	31762799	31764851
VIT	36696690	36814792
NIPSNAP3B	104764157	104777457
NXPH4	57216795	57226449
ZNF239	43556344	43574618
TASP1	13389392	13638940
C12orf60	14803572	14906586
FAM188B	30771417	30892387
MRGBP	62796453	62801738
ART4	14825569	14843495
CYLC1	83861126	83886699
HIP1	75533300	75738962
BCL2L2-PABPN1	23306835	23325369
PCDHA2	140794852	141012344
TRIM15	30152741	30162231
GRHL1	9951693	10002277
CAMK2B	44217150	44334577
FKBP3	45115600	45135319
FRMPD4	12138466	12724523
PCDHA11	140868183	141012344
HOXC13	53938765	53946544
S100A4	153543613	153550136
ARL5B	18659405	18681639
PDCD10	167683298	167734939
LGALS7	38770971	38773492
CCNA2	121816444	121823933
TADA3	9779860	9793011
DENND4A	65658046	65792293
PTTG1	160421822	160428744
PATL1	59636716	59668980
LAMTOR5	110401249	110407942
CRISP2	49692358	49713590
CCDC124	17933016	17943991
GGN	38384265	38388082
PABPN1	23321289	23326185
PDCL2	55556525	55592212
SLCO2B1	75100563	75206549
ELAC2	12992391	13018187
EGFL8	32203996	32207669
NPVF	25224570	25228486
MOG	29657481	29672869
MTA3	42494569	42756947
RP5-877J2.1	30852273	30923812
NLRP11	55785397	55836800
CADPS	62398346	62875389
MICB	31480101	31493317
TBC1D3B	36253723	36366209
C5orf47	173973779	174006140
PCDHGA4	141355025	141512979
PSMB9	32877612	32913027
SUCO	172532349	172611833
TMEM161B	88189633	88269476
YIPF4	32277910	32316594
RP11-569G13.3	96106661	96116411
SLC2A13	39755021	40106089
RFX8	101397361	101474703
OAS3	112938352	112973249
BZRAP1	58301228	58328760
HLA-DOA	32982126	32987559
SGK3	66712418	66862022
DEFA6	6924693	6926076
RNF222	8390704	8397826
TM6SF1	83107407	83144854
IL36A	113005461	113008044
PVR	44643798	44663583
HHATL	42692663	42702827
NT5C1B	18562872	18589572
STXBP5L	120908072	121424761
SERPINA10	94280460	94293271
CGA	87085498	87095406
ANO3	26309599	26663288
NINL	25452705	25585517
UBE2Q2L	84172490	84182234
CCT7	73233420	73253021
RP11-477N12.3	9802386	9822071
TPST2	26521983	26596717
PRDX5	64318088	64321811
PNMAL2	46486906	46496498
PEX12	35574795	35578863
CAND1	67269281	67319951
MINOS1-NBL1	19596979	19658056
ZNF513	27377231	27380790
AIFM2	70098223	70132934
KCNAB1	156037701	156539138
YIF1B	38305104	38317273
PPP5D1	46480796	46601200
CRHR2	30651943	30700129
SLC25A51	37879400	37904353
HNRNPR	23303771	23344336
IPPK	92613184	92670265
PFKP	3066333	3137712
KIR2DL5B	54770973	54780252
NACA2	61590426	61591202
RP11-146B14.1	6720863	7077263
SIAH1	48356364	48448402
H2AFY2	70052796	70112280
KIR2DS3	54782354	54796789
POU3F3	104855511	104860471
CCDC15	124954121	125041489
TEX14	58556678	58692055
KIR2DL5A	54877311	54886807
CEP85	26234153	26279038
PNPLA8	108470422	108569666
LILRA6	54216894	54243458
ERI3	44221070	44355260
RFC5	118013588	118033130
TRIM10	30142269	30151257
SKOR1	67819704	67834561
FBXO34	55271303	55361918
SLC44A5	75202131	75611116
C10orf10	44970981	44978810
BIN3	22620418	22669148
BRCA2	32315474	32400266
MED16	867630	893218
TMEM72	44911200	44937002
OLFML2B	161983192	162023854
FSD2	82755362	82806070
KRTAP5-3	1613275	1614173
SAR1B	134601144	134649271
OR2J3	29108558	29109493
PCDH11X	91779261	92623230
JMJD6	76712832	76726799
GUCD1	24540423	24555935
KRTAP5-4	1626668	1627848
NUDT15	48037567	48047222
TUFM	28842411	28846408
ISG20L2	156721891	156728799
MAP3K4	160991727	161117385
APAF1	98645141	98735433
TMEM240	1535174	1540453
OR4C15	55554307	55555419
ARHGEF39	35658875	35675866
SLC6A12	190077	214570
SGMS1	50305586	50625163
TMEM106C	47963569	47968878
TOR2A	127731524	127735317
MIPEP	23730189	23889419
AMPH	38383704	38631567
CFAP221	119544432	119662251
RNF175	153710125	153760235
OR11H2	19712936	19713920
EPB42	43106225	43221283
KRTAP29-1	41291504	41292529
KIR3DL2	54850475	54867233
ZFX	24149173	24216255
SEC14L6	30522799	30546682
UNCX	1232907	1237318
SYNJ2BP	70366496	70417061
WNT10B	48965340	48971763
ARHGEF38	105552620	105708093
NRG1	31639386	32767959
TRIM39	30315961	30336347
ACAP3	1292376	1309609
RP11-196G11.1	31083439	31094956
PKHD1	51615300	52087625
EMC4	34224999	34230156
IRF9	24161053	24166565
TVP23B	18780995	18806714
ZNF646	31074422	31084196
ZNF720	31713229	31794869
TNFSF9	6530999	6535928
CORT	10449719	10451902
KRTAP5-5	1635485	1636417
UBE2Z	48908369	48929056
KIR3DS1	54770963	54875223
SH2D1B	162395266	162412138
CYP2C9	94938658	94989390
S100A3	153547329	153549372
MSH5-SAPCD1	31740020	31764851
FAM213A	80407829	80437115
GPS1	82050691	82057470
SLC16A4	110362848	110391082
EXOG	38496127	38542161
PLEKHG3	64704102	64750247
TSPYL4	116249961	116254140
STX16	58651253	58679526
RPH3A	112570380	112898881
PDIA2	283152	287215
SBSN	35523367	35528351
GATB	151670504	151761023
MYOC	171635417	171652683
COX16	70325081	70359731
PRRG3	151695124	151705924
TAP2	32799958	32816755
ALLC	3658195	3702671
SNX17	27370496	27377533
ZCCHC13	74304190	74305031
CALM3	46601074	46610793
FBXL22	63597353	63602428
ARSH	3006613	3033571
OSBPL11	125528858	125595090
ZNF843	31432593	31443160
ERBB2	39687914	39730426
PIK3R2	18153118	18170540
CALR3	16479057	16496192
OR7E24	9250930	9252479
RPL24	101681091	101686782
PBDC1	76172936	76178204
TSHB	115029824	115034309
KIAA1549	138831381	138981318
C6orf136	30636534	30642598
PCDHGA1	141330571	141512981
ZBTB12	31889987	31892374
LY6H	143157914	143160711
MAP1B	72107234	72209570
ATP11A	112690329	112887168
MORN2	38875962	38929072
OGN	92383967	92404696
NCOR1	16029157	16218185
POPDC2	119636457	119665324
AIF1L	131096476	131123152
SLC27A2	50182196	50236395
ITK	157142933	157255191
MIEF2	18260534	18266552
FGG	154604134	154612967
SUN5	32983773	33004433
AHSP	31527864	31528803
UNC5C	95162504	95549206
CSNK1G1	64165517	64356187
GMPR	16238580	16295549
BTG2	203305491	203309602
PRPF39	45084099	45116282
RPS6KA4	64359148	64372215
LYSMD3	90515611	90529584
TAP1	32878685	32887454
FDPS	155308748	155320666
BAIAP2	81035122	81117432
SFTA2	31009891	31010713
ARHGAP26	142770384	143229011
RPP21	30409034	30410787
AGPAT5	6708357	6759666
ST6GALNAC5	76867441	77065711
OR2A2	144109514	144110564
OR2A14	144109583	144130069
HLA-DRB3	32558296	32572041
CFB	31936032	31942466
RRNAD1	156728442	156736960
RSL1D1	11833850	11851585
PCDHGA5	141364232	141512979
MBOAT1	20102145	20212399
HES2	6412418	6424670
C12orf40	39626167	39908300
MRAP2	84033756	84090881
LY6G5B	31709833	31713000
FAM153B	176060689	176132258
CIB3	16161368	16173525
ADAM15	155050566	155062775
RP11-206C20.1	41265358	41265882
FOXD4	116231	118204
PPIL1	36854827	36875024
DNAJC21	34929593	34958964
OR2J2	29169965	29171236
COX17	119654513	119677454
DPCR1	31019512	31029672
PCDHGA12	141430589	141512979
KIAA1919	111259348	111271167
ASPHD1	29900375	29919864
RPRD1B	38033546	38127780
IQSEC3	70780	175481
MZT1	72708357	72727687
DAMA-236L13.20	31705334	31711904
AIF1	31597358	31599195
ZNF763	11965037	11980381
DCTN5	23641392	23677455
DHRS2	23630115	23645639
HLA-DOA	32926465	32931899
PTPRM	7566782	8406861
TCP10L2	167146414	167196913
IMPA1	81657961	81686693
SLC22A11	64555626	64572875
PRSS37	141836286	141841487
CSNK1G2	1941149	1981338
TMEM236	17752252	17800868
PRAMEF8	13299884	13303717
RAB3GAP1	135052265	135176394
RNF8	37353972	37394738
ATOH8	85751344	85788066
POLG	89316305	89334861
PIBF1	72782059	73016461
KRTDAP	35487324	35495558
HAP1	41717742	41734644
APITD1	10430443	10442809
CDK6	92604921	92836594
GPR143	9725346	9786297
ABCA8	68867292	68955392
AKAP2	110048598	110172512
KIR2DL4	54803627	54814543
IL17F	52236681	52244537
AIP	67483041	67491103
EXO5	40508741	40516556
AGTR1	148697784	148743008
OR2J2	29173300	29174571
TEX2	64147227	64263301
C12orf66	64186316	64222296
NUP35	183117513	183161680
MORN1	2321253	2391707
C9	39284262	39424868
SNX14	85505496	85594156
UTRN	144285701	144853034
GDAP2	117863485	117929630
PCDHA8	140841187	141012344
NEFM	24913012	24919098
USP43	9644698	9729691
DNAI1	34457414	34520989
PROCR	35172073	35177362
MSRB2	23095506	23122013
APITD1-CORT	10430102	10452153
DIABLO	122207662	122227534
NAB1	190646746	190692766
SVOPL	138594285	138701352
ESRP1	94641074	94707466
SPAG7	4959226	4967872
SMC5	70258962	70354888
SNPH	1266316	1309328
CTAGE4	144183466	144186053
PTPRC	198650158	198733963
GRHL3	24319322	24364482
ANLN	36389806	36453791
LOH12CR1	12357079	12469694
NTF3	5432112	5521536
ABCC11	48166910	48247568
TNFRSF11B	118923557	118952200
RDH14	18554723	18560680
APOM	31634594	31640388
PPP1R14C	150143076	150250357
ALMS1	73385758	73610793
C16orf96	4556490	4600714
SLC5A4	32218476	32255341
SLC44A4	31930215	31946068
LRRC59	50375059	50397553
LMO1	8224304	8268716
APOC1	44914247	44919349
RNF212B	23185316	23273477
KCNA3	110672465	110675033
SLAMF9	159951492	159954254
PCP4	39867317	39929397
HOXC12	53954834	53958956
BTN3A2	26365159	26378320
BPIFB1	33273480	33309878
GPD1L	32105689	32168713
C2orf83	227610090	227633320
ERLEC1	53787044	53818819
ECSCR	139442316	139462707
ADAL	43330674	43354555
RNF148	122701664	122702967
CAPN3	42359500	42412318
CLDN25	113779747	113780500
DHRS7C	9771434	9791297
SERPINA2	94363640	94374417
CPNE6	24070837	24078100
HSPA1L	31791805	31797251
RBL2	53433977	53491649
MRPS9	105037983	105099960
EME1	50373220	50381483
AMER2	25161684	25172288
SLC39A7	33200445	33204439
C11orf54	93741591	93764749
B4GALT5	49632945	49713878
SLC38A10	81245000	81295547
COA5	98599310	98608515
SLC24A2	19507452	19786928
AGPS	177392644	177543836
DOPEY1	83067666	83171350
PTPRD	8314246	10612723
GLIS1	53506237	53738106
RAD21L1	1226056	1296421
DARS	135906677	135986100
GALNT6	51351247	51392867
BAHD1	40439721	40468242
KIR3DL2	54855924	54864640
NR1I2	119780484	119818485
KCNS2	98427022	98432848
ARMC5	31458080	31467166
CCDC12	46921726	46982010
VKORC1	31090842	31095980
CLEC2L	139523856	139544984
RPAP3	47661249	47706061
ZNF682	19997058	20039506
KIAA1024	79432516	79472290
NLRP2	54953130	55001142
RAB18	27504174	27542237
KHDRBS1	32013829	32060850
CXCL11	76033682	76041415
CABYR	24138956	24161603
CASK	41514934	41923463
CACNA1I	39570753	39689737
SAMD11	924880	944581
MAN2A1	109689366	109869625
FBXO41	73254682	73284431
PALM2-AKAP2	109780309	110172512
SERPINB13	63586989	63604639
CCDC78	722582	726954
DEFB116	31303212	31308585
NLRP4	55836578	55881854
CTB-54O9.9	5784005	5785619
MASP1	187217285	187292022
DCLK1	35768652	36131306
PCDHGA3	141343829	141512979
LAPTM5	30732469	30757820
SPTB	64746283	64879883
PCDHGA10	141412987	141512979
PILRA	100367530	100400099
OR51B4	5301014	5301996
CIAPIN1	57428169	57447528
OR4C11	55603354	55604398
POLD3	74493851	74669117
HLA-F	29720539	29736235
FRY	32031300	32299122
DUS3L	5784832	5791238
LAIR1	54359738	54378912
LIN37	35748361	35754519
FZD4	86945679	86955391
ATOH1	93828753	93830964
DNAH7	195737703	196068812
PUM2	20248691	20352234
SYCP3	101728648	101739472
GPANK1	31700683	31705737
APOE	44905754	44909393
TUBGCP6	50217689	50244992
PRSS23	86791059	86952910
ADGRV1	90529344	91164221
ZXDB	57591652	57597545
STK3	98401403	98942827
DAB2IP	121567057	121785530
IL17C	88638591	88640473
TMEM256	7402975	7404137
SLC25A5	119468400	119471319
CCNL2	1385711	1399328
PDHA1	19343893	19361705
HPN	35040506	35066571
NXNL1	17455425	17460954
DMD	31097677	33339441
MED6	70581257	70600690
TMEM180	102461395	102477045
THY1	119417378	119424985
MED23	131573966	131628229
GPSM3	32267189	32271946
E2F6	11444375	11466177
CTD-2521M24.10	17436611	17460804
AP4M1	100101549	100110345
FOXRED2	36487190	36507101
MROH7	54641754	54710266
PIK3R2	18153158	18178117
LGALS7B	38789211	38791749
LMAN2L	96705929	96740064
BMP4	53949736	53958761
TCF19	31237108	31242737
CCSAP	229321005	229343294
ATP8B2	154325553	154351307
PRPF19	60890730	60906588
GSDMD	143553207	143563062
ATP2A1	28878405	28904509
MAP6	75586918	75669120
RP11-1070B7.1	46805899	46851260
RNF212	1056250	1113562
RENBP	153935263	153944691
FRMD3	83242990	83538546
SYNJ2BP-COX16	70326064	70417074
GPR83	94377311	94401419
KDELR3	38468062	38483447
CFB	31927837	31934271
CNTN3	74262568	74521140
OSBPL5	3087116	3166739
GPR183	99294530	99307405
MUT	49430360	49463191
NLRP13	55891699	55932336
PLCD4	218607765	218637184
RPS6KA2	166409364	166906451
OR4P4	55638358	55639296
CAND2	12796472	12871916
LY6D	142784880	142786592
MINOS1	19596977	19629821
ADAMTSL2	133532164	133575519
DDX17	38483440	38507660
FIGNL1	50444128	50542535
NOTCH4	32271266	32300513
WDFY1	223855716	223945387
PPP1R26	135479079	135488893
FAM214A	52581317	52709817
AR	67544032	67730619
LGALS4	38801671	38813364
POU3F2	98834592	98839490
CD36	80369575	80679277
FCRL6	159800511	159816251
INHA	219569162	219575713
PIGH	67581955	67600287
NTHL1	2039815	2047866
HOXB5	48591257	48593961
PLCZ1	18683169	18738057
SMPD2	109440763	109443919
DUX4	190173774	190185942
HIST1H2BD	26158146	26171349
TOMM7	22812628	22822852
RP11-619A10.1	46812294	46875272
GPR17	127645864	127652639
PFDN2	161100556	161118111
UBAC2	99200774	99386434
EMILIN1	27078567	27086408
TNFRSF14	2555639	2565382
SRFBP1	121961961	122075570
LY6G6C	31700817	31704014
TSC22D3	107713221	107777342
GPIHBP1	143213193	143217170
SLCO3A1	91853695	92172435
HIST1H2AD	26198851	26199243
HIST1H2BF	26199559	26199939
TMEM256-PLSCR3	7389727	7394843
HIST1H4D	26188765	26189076
PWP2	44107290	44131181
ALDH1A2	57953424	58497866
HMGXB4	35257452	35295807
MPV17L	15395754	15413268
TRAF3	102777476	102911500
MYO5B	49822813	50195093
TNF	31562973	31565742
NEU1	31845195	31850443
PRDM1	106086320	106109939
UGT2B15	68529322	68553341
EIF3A	119033670	119080823
CCL4L2	36210948	36212918
PPP2CB	30774457	30814314
LOX	122063195	122078285
ZNF92	65373799	65401135
RND3	150468195	150539011
C6orf89	36871870	36928964
AGPAT1	32207600	32217484
SLC38A7	58665109	58685104
OBSL1	219550729	219571859
C6orf25	31700763	31708879
TFPT	54107013	54115675
NPTX2	98617297	98629868
CAPNS2	55566672	55567687
GABARAP	7240014	7242770
PFKM	48105139	48146404
DDR1	30949136	30953340
CHUK	100188298	100229619
ZNF189	101398873	101410660
ARAP1	72685069	72793599
GPR31	167156271	167158329
MEST	130486171	130506296
TMF1	69019827	69052303
RBSN	15070073	15099163
SPRTN	231337104	231355023
BRICD5	2209253	2211950
CH17-223I5.9	13322112	13327566
QKI	163414000	163578596
TOX2	43914864	44069616
LPCAT2	55508998	55586670
MSH5-SAPCD1	31825184	31831870
FAM216A	110468364	110490385
TIMP4	12153051	12159351
CIT	119685790	119877291
DRG2	18087886	18107971
SYVN1	65121780	65134533
RP11-298I3.5	22946270	22982258
CLCNKB	16043736	16057308
NANS	98056739	98083075
AGO1	35869808	35929610
CSF2	132073790	132076170
PPIL6	109390215	109441171
TSEN34	54190536	54194332
CNTNAP3B	41890314	42129510
TAF8	42050513	42087461
COPS7B	231781671	231809254
DCAF12L2	126164531	126165951
CDRT4	15436015	15503608
GPR137	64270062	64289500
RBP2	139452884	139480747
GSTA4	52977948	52995378
ELK3	96194382	96269835
TNF	31575567	31578336
CA9	35673856	35681159
RNF31	24146683	24160661
ATG10	81972025	82276857
MATN3	19992111	20012694
NDUFA3	54102728	54109257
SIGLEC7	51142299	51153526
C6orf205	31062263	31068453
R3HDM4	896503	913245
NIT2	100334701	100361635
ECM2	92493554	92536655
MRPL53	74471958	74473322
PRR33	1889145	1890854
OR4N2	19719015	19828372
MSTO1	155610205	155614967
HSPB1	76302544	76304295
PALM2	109640788	109946703
C1QTNF1	79022814	79049788
OR4Q3	19747428	19748369
TMEM210	137170858	137172409
MARVELD3	71626161	71642114
CYP2W1	983199	989640
SLC9A3R1	74748652	74769353
OR4M1	19780242	19781357
HOXB2	48540894	48544989
MYF5	80716912	80719673
R3HDM1	135531455	135725270
ATP5E	59025467	59032382
C12orf79	91984976	92142914
RTKN2	62183035	62268707
AMMECR1L	127861630	127885922
C17orf53	44141906	44162476
PCDH9	66302834	67230445
FZD3	28494205	28574268
DAXX	33296480	33307190
SERPINB1	2832332	2842006
PRDM5	120684919	120922870
PTPRS	5158495	5340803
TRAPPC3	36136570	36156053
CADPS2	122318425	122886759
IGFBP6	53097436	53102345
LFNG	2512529	2529177
C17orf74	7425615	7427568
RP1-4G17.5	7246829	7262089
SCT	626431	627143
PNMA5	152988824	152994127
ARHGAP1	46677080	46700615
IL13	132656263	132661110
POLB	42338454	42371808
CTD-3222D19.2	16479067	16628204
EEF1D	143579697	143599541
ABCC12	48082973	48156018
TVP23C-CDRT4	15436021	15563561
PHAX	126600268	126627252
ARHGAP36	131058242	131089883
ABCC6	16148928	16223522
HSPA1L	31799855	31805300
PAPSS1	107590276	107720452
C8orf22	49054311	49076090
TXNRD2	19875517	19941992
EXOC8	231332753	231337852
FAM21C	45727200	45792961
IFIT5	89414586	89421001
GABPB1	50275392	50355408
C19orf44	16496311	16521352
STAU2	73420369	73747708
NDE1	15728421	15811507
SLC16A12	89430299	89556641
FCGBP	39863323	39934626
HSD3B7	30985207	30989152
PCYOX1	70257386	70281191
KALRN	124080023	124726325
NFE2L2	177227595	177392697
KDM5A	280129	389454
UMOD	20333052	20356301
SEPT2	241315100	241354027
HELQ	83407343	83455856
SLMO1	12407896	12432238
CD2	116754385	116769228
ALDH8A1	134917390	134950122
ADAP2	30906344	30959322
ERBB2IP	65926475	66082549
TAP2	32750528	32767476
MUC17	101020072	101058745
HSPA1A	31805699	31808181
DRD4	637293	640706
TLDC2	36876121	36894235
PSENEN	35745114	35747519
WDR18	984271	998438
BTG1	92140278	92145897
ZNF782	96816472	96875623
HOPX	56647988	56681899
CHSY1	101175723	101251932
AMOTL1	94706431	94876753
DIS3	72752169	72782096
SPATA5L1	45402331	45421419
POTEJ	130611481	130658091
HMGB4	33860475	33864791
FOXJ2	8032703	8055503
PIGM	160027673	160031991
SLC25A24	108134036	108200849
HLA-G	29820648	29824817
RP11-287D1.3	74211604	74363377
OR4S2	55650904	55651839
CCAR2	22604632	22621514
KRTAP10-2	44550357	44551505
B3GAT3	62615296	62622175
KRTAP10-4	44573729	44575371
SRRM1	24631716	24673267
KRTAP10-1	44538981	44540195
PIWIL4	94543840	94621421
AD000671.6	35739252	35745432
PKD1L1	47774652	47948491
CADM4	43622368	43639839
WDR25	100376418	100530303
TTC21A	39107704	39138903
PRPF31	54115410	54131719
KANK4	62236979	62319414
BTC	74744759	74794686
NUP98	3671083	3797792
WNT3	46762506	46833154
POU4F1	78598362	78603560
CDKN2A	21967753	21995301
OR4C6	55665167	55666096
ARHGAP23	38229196	38313162
PHKA1	72578814	72714319
ANKRD44	196967017	197311173
GRK6	177403204	177442901
ADIG	38581195	38588463
UGT2B10	68698370	68713573
PNMA3	153056409	153060467
ANAPC5	121308245	121399896
MALSU1	23298739	23311729
GCFC2	75652000	75710989
ANGPT1	107249482	107498055
DLX1	172084740	172089677
UBE2H	129830732	129952949
PNMA6A	153072482	153075018
MOG	29656981	29672372
WDR47	108970214	109042113
FUT4	94543840	94549898
MICB	31561856	31578081
ACVR2B	38453851	38493142
NOS1	117208142	117452170
MAP7D1	36155579	36180849
MYPN	68106117	68212017
USP24	55066359	55215113
IZUMO1	48740852	48746909
POLI	54269404	54321266
PDK1	172555373	172608669
C1orf122	37806979	37809454
GABRQ	152638183	152657534
SMAD7	48919853	48950711
REM2	22883165	22887686
ACRBP	6638075	6647460
GPR21	123034527	123035696
PNRC2	23959109	23963462
HPS5	18278668	18322198
SLC17A3	25833066	25882286
KHDRBS2	61679960	62286227
COASY	42561467	42566277
ELP5	7251416	7259940
SEC24A	134648789	134727823
SMIM18	30638600	30646064
HOMEZ	23272422	23299447
YRDC	37802944	37808185
AC002398.9	35745678	35754519
KRTAP10-12	44697172	44698044
TMC8	78130770	78142968
GTF2E2	30578318	30658251
TRIM14	98069275	98119212
USP28	113797874	113875570
FAM198A	42979267	43060211
IGFLR1	35738801	35742453
SLC4A9	140360202	140375143
ZNF565	36182060	36246257
PNISR	99398051	99425331
TMEM39B	32072031	32102866
CD300LF	74694311	74712978
SYT16	61995823	62112550
KRTAP10-11	44646414	44697984
TLDC1	84476421	84554033
KIR2DL5A	54738526	54780734
KRTAP10-8	44612079	44612954
APLF	68467561	68655862
NPNT	105894775	106004027
KRTAP12-3	44646657	44658341
SUN2	38734725	38794143
KRTAP4-4	41159651	41160731
NT5DC3	103770453	103841197
TGM3	2296001	2341078
PROSER3	35758143	35771028
PELP1	4669774	4704337
KRTAP4-3	41167231	41168194
TMEM221	17435509	17448567
TAF4B	26225936	26391685
GATM	45361124	45402327
B3GNT5	183253244	183298504
RGS13	192636138	192660306
DSE	116254173	116444860
BPIFC	32413847	32464484
ZDHHC1	67394419	67416833
ZSCAN20	33472645	33496507
HSD17B12	43556436	43856617
PRMT5	22920511	22929585
AGRN	1020123	1056118
PXYLP1	141228726	141294906
POLR2G	62761544	62766710
NGLY1	25718944	25790039
KRTAP10-5	44579455	44580604
HPS4	26443423	26483837
KRTAP12-4	44654213	44654659
ARHGAP9	57472255	57488814
MYH13	10298084	10373130
HUS1	47695730	47979581
DUSP9	153642492	153651326
SURF2	133356552	133361169
RP11-195F19.29	34646645	34657113
CTD-2006C1.13	11925075	11979290
WIZ	15419980	15449951
PRR30	27136848	27139410
